timestamp,total_trades,total_anomalies,detection_rate_pct,avg_processing_time_sec,avg_detection_time_sec,total_alerts,memory_mb,cpu_pct,run_id,env_mode,replica,partitions,e2e_p50_ms,e2e_p95_ms,e2e_p99_ms,e2e_max_ms,lag_min,lag_avg,lag_max,refits,refit_time_ms,io_write_ms_avg,bytes_written,top_symbols_json
2025-08-25T00:37:14Z,502893,272,0.054087,0.001792,0.002296,272,105.359,30.8,26224a51-062c-49c7-9e9f-ece82593822c,Local,,1,304146.727,307469.3,307823.36,307918.173,95120,96086.242,97072,2,105.835,0.449,927036,"[{""symbol"": ""ETH/USDT"", ""trades"": 160850, ""anomalies"": 53, ""detect_rate_pct"": 0.033, ""e2e_p95_ms"": 306991.05}, {""symbol"": ""SOL/USDT"", ""trades"": 140046, ""anomalies"": 62, ""detect_rate_pct"": 0.044, ""e2e_p95_ms"": 305993.045}, {""symbol"": ""BTC/USDT"", ""trades"": 123259, ""anomalies"": 55, ""detect_rate_pct"": 0.045, ""e2e_p95_ms"": 307824.855}, {""symbol"": ""XRP/USDT"", ""trades"": 43381, ""anomalies"": 53, ""detect_rate_pct"": 0.122, ""e2e_p95_ms"": 307608.957}, {""symbol"": ""BNB/USDT"", ""trades"": 35357, ""anomalies"": 49, ""detect_rate_pct"": 0.139, ""e2e_p95_ms"": 305085.615}]"
2025-08-25T00:37:24Z,504659,272,0.053898,0.001791,0.002296,272,102.891,31.5,26224a51-062c-49c7-9e9f-ece82593822c,Local,,1,312292.151,315093.737,315273.231,315348.035,95158,95837.777,96311,1,52.431,0.466,942438,"[{""symbol"": ""ETH/USDT"", ""trades"": 161820, ""anomalies"": 53, ""detect_rate_pct"": 0.033, ""e2e_p95_ms"": 315122.315}, {""symbol"": ""SOL/USDT"", ""trades"": 140517, ""anomalies"": 62, ""detect_rate_pct"": 0.044, ""e2e_p95_ms"": 314437.005}, {""symbol"": ""BTC/USDT"", ""trades"": 123467, ""anomalies"": 55, ""detect_rate_pct"": 0.045, ""e2e_p95_ms"": 315047.113}, {""symbol"": ""XRP/USDT"", ""trades"": 43422, ""anomalies"": 53, ""detect_rate_pct"": 0.122, ""e2e_p95_ms"": 314046.171}, {""symbol"": ""BNB/USDT"", ""trades"": 35433, ""anomalies"": 49, ""detect_rate_pct"": 0.138, ""e2e_p95_ms"": 315082.171}]"
2025-08-25T00:37:34Z,506400,273,0.05391,0.001791,0.002296,273,225.594,30.5,26224a51-062c-49c7-9e9f-ece82593822c,Local,,1,318228.174,321272.083,321665.319,321760.563,94879,95597.985,96245,1,52.998,0.458,927761,"[{""symbol"": ""ETH/USDT"", ""trades"": 162633, ""anomalies"": 53, ""detect_rate_pct"": 0.033, ""e2e_p95_ms"": 321511.53}, {""symbol"": ""SOL/USDT"", ""trades"": 140877, ""anomalies"": 63, ""detect_rate_pct"": 0.045, ""e2e_p95_ms"": 320874.836}, {""symbol"": ""BTC/USDT"", ""trades"": 123806, ""anomalies"": 55, ""detect_rate_pct"": 0.044, ""e2e_p95_ms"": 319326.702}, {""symbol"": ""XRP/USDT"", ""trades"": 43569, ""anomalies"": 53, ""detect_rate_pct"": 0.122, ""e2e_p95_ms"": 320553.95}, {""symbol"": ""BNB/USDT"", ""trades"": 35515, ""anomalies"": 49, ""detect_rate_pct"": 0.138, ""e2e_p95_ms"": 319600.518}]"
2025-08-25T00:37:44Z,508151,275,0.054118,0.001791,0.002296,275,219.219,34.1,26224a51-062c-49c7-9e9f-ece82593822c,Local,,1,324873.848,328041.338,328188.769,328264.843,95815,96434.946,97592,3,165.538,0.475,932929,"[{""symbol"": ""ETH/USDT"", ""trades"": 163567, ""anomalies"": 54, ""detect_rate_pct"": 0.033, ""e2e_p95_ms"": 328103.775}, {""symbol"": ""SOL/USDT"", ""trades"": 141153, ""anomalies"": 63, ""detect_rate_pct"": 0.045, ""e2e_p95_ms"": 327787.782}, {""symbol"": ""BTC/USDT"", ""trades"": 124135, ""anomalies"": 56, ""detect_rate_pct"": 0.045, ""e2e_p95_ms"": 327312.901}, {""symbol"": ""XRP/USDT"", ""trades"": 43685, ""anomalies"": 53, ""detect_rate_pct"": 0.121, ""e2e_p95_ms"": 327058.338}, {""symbol"": ""BNB/USDT"", ""trades"": 35611, ""anomalies"": 49, ""detect_rate_pct"": 0.138, ""e2e_p95_ms"": 327945.338}]"
2025-08-25T00:37:54Z,509920,276,0.054126,0.001791,0.002295,276,134.438,30.2,26224a51-062c-49c7-9e9f-ece82593822c,Local,,1,331592.555,334642.573,334925.424,334994.174,96439,97271.062,97711,1,53.123,0.456,938767,"[{""symbol"": ""ETH/USDT"", ""trades"": 164209, ""anomalies"": 54, ""detect_rate_pct"": 0.033, ""e2e_p95_ms"": 334380.589}, {""symbol"": ""SOL/USDT"", ""trades"": 141441, ""anomalies"": 63, ""detect_rate_pct"": 0.045, ""e2e_p95_ms"": 334907.609}, {""symbol"": ""BTC/USDT"", ""trades"": 124719, ""anomalies"": 56, ""detect_rate_pct"": 0.045, ""e2e_p95_ms"": 334093.089}, {""symbol"": ""XRP/USDT"", ""trades"": 43857, ""anomalies"": 53, ""detect_rate_pct"": 0.121, ""e2e_p95_ms"": 334198.148}, {""symbol"": ""BNB/USDT"", ""trades"": 35694, ""anomalies"": 50, ""detect_rate_pct"": 0.14, ""e2e_p95_ms"": 334085.511}]"
2025-08-25T00:38:04Z,511662,276,0.053942,0.001791,0.002295,276,103.594,30.6,26224a51-062c-49c7-9e9f-ece82593822c,Local,,1,339290.487,342743.704,343087.054,343187.04,96354,96973.823,98133,3,171.062,0.461,923444,"[{""symbol"": ""ETH/USDT"", ""trades"": 165102, ""anomalies"": 54, ""detect_rate_pct"": 0.033, ""e2e_p95_ms"": 342946.883}, {""symbol"": ""SOL/USDT"", ""trades"": 141749, ""anomalies"": 63, ""detect_rate_pct"": 0.044, ""e2e_p95_ms"": 342127.869}, {""symbol"": ""BTC/USDT"", ""trades"": 125055, ""anomalies"": 56, ""detect_rate_pct"": 0.045, ""e2e_p95_ms"": 341713.377}, {""symbol"": ""XRP/USDT"", ""trades"": 44007, ""anomalies"": 53, ""detect_rate_pct"": 0.12, ""e2e_p95_ms"": 341022.663}, {""symbol"": ""BNB/USDT"", ""trades"": 35749, ""anomalies"": 50, ""detect_rate_pct"": 0.14, ""e2e_p95_ms"": 341889.403}]"
2025-08-25T00:38:14Z,513449,277,0.053949,0.001791,0.002295,277,102.828,32.3,26224a51-062c-49c7-9e9f-ece82593822c,Local,,1,348049.877,352466.224,352691.145,352763.509,97878,99426.74,100512,2,109.384,0.468,952965,"[{""symbol"": ""ETH/USDT"", ""trades"": 166252, ""anomalies"": 54, ""detect_rate_pct"": 0.032, ""e2e_p95_ms"": 352462.063}, {""symbol"": ""SOL/USDT"", ""trades"": 142072, ""anomalies"": 63, ""detect_rate_pct"": 0.044, ""e2e_p95_ms"": 352463.528}, {""symbol"": ""BTC/USDT"", ""trades"": 125247, ""anomalies"": 56, ""detect_rate_pct"": 0.045, ""e2e_p95_ms"": 352497.061}, {""symbol"": ""XRP/USDT"", ""trades"": 44091, ""anomalies"": 54, ""detect_rate_pct"": 0.122, ""e2e_p95_ms"": 351990.919}, {""symbol"": ""BNB/USDT"", ""trades"": 35787, ""anomalies"": 50, ""detect_rate_pct"": 0.14, ""e2e_p95_ms"": 352752.243}]"
2025-08-25T00:38:24Z,515208,277,0.053765,0.00179,0.002295,277,105.828,31.9,26224a51-062c-49c7-9e9f-ece82593822c,Local,,1,356018.916,358537.324,358778.126,358876.057,100423,101276.926,102116,2,106.245,0.471,935233,"[{""symbol"": ""ETH/USDT"", ""trades"": 167069, ""anomalies"": 54, ""detect_rate_pct"": 0.032, ""e2e_p95_ms"": 358600.509}, {""symbol"": ""SOL/USDT"", ""trades"": 142307, ""anomalies"": 63, ""detect_rate_pct"": 0.044, ""e2e_p95_ms"": 358365.269}, {""symbol"": ""BTC/USDT"", ""trades"": 125590, ""anomalies"": 56, ""detect_rate_pct"": 0.045, ""e2e_p95_ms"": 358567.129}, {""symbol"": ""XRP/USDT"", ""trades"": 44216, ""anomalies"": 54, ""detect_rate_pct"": 0.122, ""e2e_p95_ms"": 357932.235}, {""symbol"": ""BNB/USDT"", ""trades"": 36026, ""anomalies"": 50, ""detect_rate_pct"": 0.139, ""e2e_p95_ms"": 357977.016}]"
2025-08-25T00:38:34Z,516991,277,0.053579,0.00179,0.002295,277,108.453,29.6,26224a51-062c-49c7-9e9f-ece82593822c,Local,,1,363349.142,366422.695,366491.424,366562.31,100646,101283.487,101835,0,0.0,0.454,946066,"[{""symbol"": ""ETH/USDT"", ""trades"": 167822, ""anomalies"": 54, ""detect_rate_pct"": 0.032, ""e2e_p95_ms"": 366417.275}, {""symbol"": ""SOL/USDT"", ""trades"": 142745, ""anomalies"": 63, ""detect_rate_pct"": 0.044, ""e2e_p95_ms"": 366447.771}, {""symbol"": ""BTC/USDT"", ""trades"": 125966, ""anomalies"": 56, ""detect_rate_pct"": 0.044, ""e2e_p95_ms"": 362979.715}, {""symbol"": ""XRP/USDT"", ""trades"": 44363, ""anomalies"": 54, ""detect_rate_pct"": 0.122, ""e2e_p95_ms"": 366449.045}, {""symbol"": ""BNB/USDT"", ""trades"": 36095, ""anomalies"": 50, ""detect_rate_pct"": 0.139, ""e2e_p95_ms"": 366475.846}]"
2025-08-25T00:38:44Z,518745,280,0.053976,0.00179,0.002294,280,97.766,31.9,26224a51-062c-49c7-9e9f-ece82593822c,Local,,1,368889.394,371830.226,372174.212,372266.816,100533,101659.666,102427,3,158.499,0.463,939933,"[{""symbol"": ""ETH/USDT"", ""trades"": 168561, ""anomalies"": 55, ""detect_rate_pct"": 0.033, ""e2e_p95_ms"": 371733.247}, {""symbol"": ""SOL/USDT"", ""trades"": 143166, ""anomalies"": 64, ""detect_rate_pct"": 0.045, ""e2e_p95_ms"": 372154.367}, {""symbol"": ""BTC/USDT"", ""trades"": 126368, ""anomalies"": 57, ""detect_rate_pct"": 0.045, ""e2e_p95_ms"": 371080.497}, {""symbol"": ""XRP/USDT"", ""trades"": 44482, ""anomalies"": 54, ""detect_rate_pct"": 0.121, ""e2e_p95_ms"": 371217.458}, {""symbol"": ""BNB/USDT"", ""trades"": 36168, ""anomalies"": 50, ""detect_rate_pct"": 0.138, ""e2e_p95_ms"": 370525.633}]"
